humidity_pct,wind_kmh,temp_c,rain_risk_pct,recommended_action
80,2,22,62,cover open yard
44,14,21,81,stop unloading and alert operators
49,15,24,11,normal unloading
51,15,27,64,cover open yard
45,29,34,39,monitor tarpaulin
50,14,27,54,prepare covers
51,17,29,36,monitor tarpaulin
76,30,40,25,monitor tarpaulin
57,32,22,46,prepare covers
65,26,25,60,cover open yard
68,29,36,78,cover open yard
87,29,24,61,cover open yard
41,26,33,10,normal unloading
88,21,39,68,cover open yard
49,13,28,48,prepare covers
69,21,34,36,monitor tarpaulin
64,32,22,42,prepare covers
48,32,26,19,normal unloading
52,2,20,64,cover open yard
86,25,35,51,prepare covers
66,27,31,49,prepare covers
71,21,40,75,cover open yard
44,28,21,15,normal unloading
64,12,26,97,stop unloading and alert operators
67,18,31,65,cover open yard
85,33,40,88,stop unloading and alert operators
63,5,40,49,prepare covers
67,17,27,61,cover open yard
42,25,40,90,stop unloading and alert operators
83,3,40,18,normal unloading
56,31,24,32,monitor tarpaulin
55,12,20,14,normal unloading
89,7,40,91,stop unloading and alert operators
64,27,38,10,normal unloading
73,14,33,21,monitor tarpaulin
93,29,28,88,stop unloading and alert operators
59,34,37,84,stop unloading and alert operators
64,21,33,96,stop unloading and alert operators
86,7,23,81,stop unloading and alert operators
76,24,24,34,monitor tarpaulin
87,15,32,89,stop unloading and alert operators
59,2,25,62,cover open yard
40,8,22,99,stop unloading and alert operators
84,28,36,53,prepare covers
81,20,33,21,monitor tarpaulin
51,25,25,90,stop unloading and alert operators
48,14,35,23,monitor tarpaulin
72,9,34,72,cover open yard
92,15,25,25,monitor tarpaulin
43,13,26,33,monitor tarpaulin
95,28,34,80,stop unloading and alert operators
79,8,40,21,monitor tarpaulin
45,20,22,48,prepare covers
47,19,22,43,prepare covers
41,17,35,62,cover open yard
83,8,20,7,normal unloading
57,2,38,5,normal unloading
46,15,36,0,normal unloading
64,35,28,62,cover open yard
70,23,39,54,prepare covers
61,25,30,40,prepare covers
92,17,31,85,stop unloading and alert operators
65,26,39,7,normal unloading
62,23,23,0,normal unloading
69,27,24,3,normal unloading
78,9,36,35,monitor tarpaulin
84,17,31,57,prepare covers
79,32,36,52,prepare covers
82,14,20,81,stop unloading and alert operators
92,22,20,81,stop unloading and alert operators
63,4,30,86,stop unloading and alert operators
68,16,39,62,cover open yard
65,7,31,54,prepare covers
70,8,32,37,monitor tarpaulin
78,14,24,66,cover open yard
76,34,21,16,normal unloading
71,7,29,86,stop unloading and alert operators
75,31,25,57,prepare covers
47,32,37,30,monitor tarpaulin
55,15,25,96,stop unloading and alert operators
82,7,23,55,prepare covers
85,3,25,41,prepare covers
64,19,27,92,stop unloading and alert operators
56,32,23,85,stop unloading and alert operators
48,33,22,88,stop unloading and alert operators
61,16,38,98,stop unloading and alert operators
78,6,40,43,prepare covers
64,26,40,82,stop unloading and alert operators
90,29,27,28,monitor tarpaulin
56,9,29,11,normal unloading
47,7,30,94,stop unloading and alert operators
77,14,23,73,cover open yard
63,10,30,48,prepare covers
76,2,29,7,normal unloading
77,14,32,54,prepare covers
60,25,24,66,cover open yard
82,16,23,50,prepare covers
40,31,30,18,normal unloading
92,20,27,63,cover open yard
83,31,24,76,cover open yard
58,11,21,76,cover open yard
60,21,36,88,stop unloading and alert operators
47,19,38,61,cover open yard
80,15,35,37,monitor tarpaulin
85,26,21,42,prepare covers
49,15,27,89,stop unloading and alert operators
87,5,25,62,cover open yard
86,27,29,84,stop unloading and alert operators
94,12,20,70,cover open yard
65,23,33,86,stop unloading and alert operators
70,24,32,50,prepare covers
44,35,29,36,monitor tarpaulin
84,14,37,50,prepare covers
46,10,30,96,stop unloading and alert operators
90,5,29,58,prepare covers
81,12,38,17,normal unloading
68,32,29,18,normal unloading
53,15,26,94,stop unloading and alert operators
81,2,31,92,stop unloading and alert operators
94,8,24,48,prepare covers
67,12,21,12,normal unloading
62,32,25,6,normal unloading
47,34,40,43,prepare covers
77,29,24,80,stop unloading and alert operators
86,27,27,4,normal unloading
47,17,32,62,cover open yard
59,13,40,95,stop unloading and alert operators
64,7,34,83,stop unloading and alert operators
64,19,40,83,stop unloading and alert operators
68,25,20,15,normal unloading
47,7,23,62,cover open yard
81,34,27,2,normal unloading
77,32,28,88,stop unloading and alert operators
87,8,38,23,monitor tarpaulin
64,32,40,89,stop unloading and alert operators
67,21,38,16,normal unloading
46,22,22,91,stop unloading and alert operators
95,13,32,89,stop unloading and alert operators
41,27,37,68,cover open yard
90,35,35,8,normal unloading
73,9,26,84,stop unloading and alert operators
47,13,39,88,stop unloading and alert operators
51,2,37,57,prepare covers
91,22,23,5,normal unloading
48,15,40,20,monitor tarpaulin
45,18,21,10,normal unloading
47,34,29,46,prepare covers
74,12,33,84,stop unloading and alert operators
40,17,29,5,normal unloading
73,20,37,56,prepare covers
48,33,30,66,cover open yard
62,34,26,88,stop unloading and alert operators
46,4,27,4,normal unloading
52,11,29,27,monitor tarpaulin
48,15,38,45,prepare covers
57,10,39,54,prepare covers
44,18,28,48,prepare covers
81,12,32,58,prepare covers
45,18,33,88,stop unloading and alert operators
49,15,22,80,stop unloading and alert operators
86,19,40,89,stop unloading and alert operators
81,14,31,72,cover open yard
82,34,39,20,monitor tarpaulin
66,11,30,100,stop unloading and alert operators
67,26,20,77,cover open yard
55,6,28,15,normal unloading
74,9,37,52,prepare covers
44,23,40,11,normal unloading
63,23,28,18,normal unloading
95,16,28,1,normal unloading
46,26,27,48,prepare covers
46,9,25,67,cover open yard
86,21,38,62,cover open yard
46,35,31,89,stop unloading and alert operators
76,20,37,34,monitor tarpaulin
78,8,21,21,monitor tarpaulin
60,26,25,44,prepare covers
91,27,35,75,cover open yard
48,18,20,87,stop unloading and alert operators
72,11,24,18,normal unloading
64,19,21,92,stop unloading and alert operators
80,25,27,86,stop unloading and alert operators
78,28,34,23,monitor tarpaulin
68,24,34,64,cover open yard
58,19,33,66,cover open yard
85,16,29,81,stop unloading and alert operators
94,7,29,52,prepare covers
89,22,22,81,stop unloading and alert operators
45,6,27,11,normal unloading
50,5,22,95,stop unloading and alert operators
58,33,20,54,prepare covers
83,34,24,61,cover open yard
71,34,37,89,stop unloading and alert operators
47,27,20,78,cover open yard
52,2,33,89,stop unloading and alert operators
74,24,27,94,stop unloading and alert operators
82,35,39,5,normal unloading
78,30,25,86,stop unloading and alert operators
88,35,27,22,monitor tarpaulin
44,25,24,65,cover open yard
62,5,33,63,cover open yard
64,12,31,14,normal unloading
61,17,37,98,stop unloading and alert operators
94,9,29,38,monitor tarpaulin
70,20,28,27,monitor tarpaulin
40,27,26,39,monitor tarpaulin
81,34,21,59,prepare covers
79,33,21,45,prepare covers
40,31,30,38,monitor tarpaulin
62,8,20,44,prepare covers
86,13,32,45,prepare covers
40,8,33,62,cover open yard
52,7,36,65,cover open yard
49,28,23,62,cover open yard
40,11,28,28,monitor tarpaulin
70,27,31,38,monitor tarpaulin
63,29,25,68,cover open yard
91,19,23,56,prepare covers
82,30,25,17,normal unloading
62,29,20,45,prepare covers
95,14,23,24,monitor tarpaulin
58,4,24,50,prepare covers
66,23,21,20,monitor tarpaulin
82,14,35,85,stop unloading and alert operators
57,9,33,62,cover open yard
75,33,24,41,prepare covers
88,27,36,92,stop unloading and alert operators
87,26,24,14,normal unloading
46,3,24,19,normal unloading
62,34,20,98,stop unloading and alert operators
83,17,21,86,stop unloading and alert operators
93,23,33,76,cover open yard
87,2,33,61,cover open yard
58,20,35,10,normal unloading
88,29,27,79,cover open yard
49,34,25,31,monitor tarpaulin
57,9,28,89,stop unloading and alert operators
55,29,26,60,cover open yard
85,8,36,78,cover open yard
51,14,38,80,stop unloading and alert operators
80,11,27,15,normal unloading
48,27,21,35,monitor tarpaulin
52,11,33,2,normal unloading
79,14,22,6,normal unloading
64,28,36,39,monitor tarpaulin
84,16,27,43,prepare covers
67,32,21,65,cover open yard
67,5,29,14,normal unloading
57,25,28,44,prepare covers
85,28,27,40,prepare covers
43,13,21,0,normal unloading
43,22,26,36,monitor tarpaulin
70,19,39,12,normal unloading
67,13,28,62,cover open yard
63,23,29,14,normal unloading
46,2,37,98,stop unloading and alert operators
95,10,30,46,prepare covers
87,25,38,67,cover open yard
78,25,27,83,stop unloading and alert operators
57,15,38,49,prepare covers
45,8,24,80,stop unloading and alert operators
87,9,21,75,cover open yard
81,14,26,90,stop unloading and alert operators
68,8,22,69,cover open yard
79,23,29,92,stop unloading and alert operators
70,14,37,92,stop unloading and alert operators
49,4,24,24,monitor tarpaulin
66,18,37,44,prepare covers
63,30,40,91,stop unloading and alert operators
47,29,22,61,cover open yard
66,35,36,2,normal unloading
50,19,24,37,monitor tarpaulin
42,5,26,94,stop unloading and alert operators
92,27,35,87,stop unloading and alert operators
74,34,22,21,monitor tarpaulin
68,34,32,71,cover open yard
89,26,32,77,cover open yard
57,15,25,0,normal unloading
50,15,38,89,stop unloading and alert operators
40,34,34,64,cover open yard
85,35,28,38,monitor tarpaulin
94,16,29,90,stop unloading and alert operators
57,9,25,28,monitor tarpaulin
42,17,29,5,normal unloading
80,11,28,17,normal unloading
57,5,40,31,monitor tarpaulin
92,15,37,14,normal unloading
40,24,40,77,cover open yard
63,22,22,90,stop unloading and alert operators
75,18,24,52,prepare covers
79,20,30,7,normal unloading
80,2,31,28,monitor tarpaulin
86,19,25,32,monitor tarpaulin
41,8,32,83,stop unloading and alert operators
56,15,34,28,monitor tarpaulin
60,19,26,74,cover open yard
80,27,24,57,prepare covers
54,29,31,18,normal unloading
70,7,35,23,monitor tarpaulin
69,13,25,24,monitor tarpaulin
76,33,25,82,stop unloading and alert operators
58,3,29,20,monitor tarpaulin
51,27,39,24,monitor tarpaulin
44,11,22,54,prepare covers
55,31,40,51,prepare covers
46,35,24,93,stop unloading and alert operators
88,2,39,12,normal unloading
64,26,20,14,normal unloading
92,2,40,5,normal unloading
48,17,22,34,monitor tarpaulin
49,2,20,13,normal unloading
74,23,22,25,monitor tarpaulin
48,32,38,56,prepare covers
92,12,29,42,prepare covers
70,11,27,7,normal unloading
74,19,40,69,cover open yard
47,3,21,13,normal unloading
74,20,23,65,cover open yard
93,28,24,0,normal unloading
54,3,27,54,prepare covers
64,11,31,83,stop unloading and alert operators
58,16,32,87,stop unloading and alert operators
85,9,35,21,monitor tarpaulin
47,16,23,36,monitor tarpaulin
62,6,39,42,prepare covers
47,25,22,5,normal unloading
78,11,25,54,prepare covers
73,23,39,23,monitor tarpaulin
83,29,24,85,stop unloading and alert operators
83,21,39,36,monitor tarpaulin
62,8,28,63,cover open yard
82,25,28,91,stop unloading and alert operators
91,6,20,19,normal unloading
89,11,30,18,normal unloading
64,30,35,8,normal unloading
47,29,28,18,normal unloading
45,22,24,23,monitor tarpaulin
89,26,31,40,prepare covers
71,29,35,88,stop unloading and alert operators
66,23,24,83,stop unloading and alert operators
55,26,33,70,cover open yard
71,33,37,68,cover open yard
92,16,32,10,normal unloading
77,28,36,73,cover open yard
89,16,22,30,monitor tarpaulin
63,2,26,2,normal unloading
63,32,24,14,normal unloading
43,24,31,99,stop unloading and alert operators
92,10,29,58,prepare covers
49,28,27,26,monitor tarpaulin
92,16,21,95,stop unloading and alert operators
48,9,24,48,prepare covers
86,3,33,47,prepare covers
43,8,38,9,normal unloading
70,12,20,18,normal unloading
63,11,22,31,monitor tarpaulin
44,2,38,53,prepare covers
49,13,35,95,stop unloading and alert operators
48,35,29,60,cover open yard
66,23,34,100,stop unloading and alert operators
81,2,29,14,normal unloading
49,5,40,4,normal unloading
78,13,36,20,monitor tarpaulin
40,27,33,87,stop unloading and alert operators
69,18,38,64,cover open yard
59,16,33,20,monitor tarpaulin
57,7,36,48,prepare covers
48,15,32,79,cover open yard
43,16,32,23,monitor tarpaulin
92,6,34,61,cover open yard
60,27,32,21,monitor tarpaulin
43,25,40,54,prepare covers
52,19,23,13,normal unloading
44,25,39,99,stop unloading and alert operators
94,23,20,30,monitor tarpaulin
58,12,37,13,normal unloading
44,15,39,1,normal unloading
88,21,26,70,cover open yard
52,4,27,34,monitor tarpaulin
45,4,38,61,cover open yard
42,5,30,11,normal unloading
59,2,31,96,stop unloading and alert operators
58,27,36,24,monitor tarpaulin
60,27,31,16,normal unloading
84,8,30,52,prepare covers
87,34,23,64,cover open yard
91,11,20,75,cover open yard
90,26,35,75,cover open yard
95,4,29,20,monitor tarpaulin
49,31,22,80,stop unloading and alert operators
45,16,26,87,stop unloading and alert operators
81,11,25,64,cover open yard
73,35,30,57,prepare covers
90,10,30,37,monitor tarpaulin
63,29,21,91,stop unloading and alert operators
89,26,27,26,monitor tarpaulin
79,6,24,72,cover open yard
80,33,23,1,normal unloading
49,21,37,100,stop unloading and alert operators
45,33,23,58,prepare covers
60,12,29,20,monitor tarpaulin
44,19,38,46,prepare covers
62,7,22,22,monitor tarpaulin
85,31,28,60,cover open yard
56,30,40,17,normal unloading
47,33,21,46,prepare covers
94,20,32,52,prepare covers
94,10,34,46,prepare covers
72,22,31,10,normal unloading
83,28,36,57,prepare covers
56,4,39,82,stop unloading and alert operators
43,17,37,1,normal unloading
49,8,29,48,prepare covers
50,27,22,28,monitor tarpaulin
64,31,22,44,prepare covers
69,31,40,68,cover open yard
92,31,23,10,normal unloading
51,8,32,98,stop unloading and alert operators
67,14,32,42,prepare covers
44,22,30,77,cover open yard
71,15,35,14,normal unloading
57,31,21,69,cover open yard
49,32,24,81,stop unloading and alert operators
53,22,38,4,normal unloading
78,26,21,46,prepare covers
90,29,35,27,monitor tarpaulin
43,15,20,97,stop unloading and alert operators
83,29,28,32,monitor tarpaulin
80,13,22,18,normal unloading
44,19,32,10,normal unloading
59,30,33,67,cover open yard
53,18,25,6,normal unloading
45,29,30,96,stop unloading and alert operators
59,12,26,44,prepare covers
66,32,35,68,cover open yard
84,12,33,45,prepare covers
84,26,20,71,cover open yard
90,14,22,92,stop unloading and alert operators
82,11,30,85,stop unloading and alert operators
92,22,20,19,normal unloading
69,11,35,40,prepare covers
47,28,28,66,cover open yard
86,2,34,16,normal unloading
80,30,40,74,cover open yard
46,4,26,95,stop unloading and alert operators
52,28,37,99,stop unloading and alert operators
50,26,26,44,prepare covers
53,14,38,1,normal unloading
63,25,20,38,monitor tarpaulin
59,34,23,89,stop unloading and alert operators
71,31,33,52,prepare covers
62,24,37,54,prepare covers
73,23,23,22,monitor tarpaulin
69,29,31,22,monitor tarpaulin
75,12,37,55,prepare covers
64,20,33,81,stop unloading and alert operators
58,8,22,13,normal unloading
45,3,39,52,prepare covers
46,33,39,69,cover open yard
46,30,36,74,cover open yard
91,4,29,53,prepare covers
53,16,34,70,cover open yard
64,9,26,60,cover open yard
47,24,34,52,prepare covers
92,27,20,47,prepare covers
90,16,36,36,monitor tarpaulin
57,18,29,53,prepare covers
83,17,20,53,prepare covers
42,2,20,19,normal unloading
90,25,36,94,stop unloading and alert operators
78,22,30,21,monitor tarpaulin
76,29,27,71,cover open yard
65,14,39,82,stop unloading and alert operators
65,5,38,54,prepare covers
48,26,25,51,prepare covers
60,35,25,55,prepare covers
54,8,24,64,cover open yard
47,27,40,33,monitor tarpaulin
93,12,30,26,monitor tarpaulin
45,7,20,55,prepare covers
40,11,20,79,cover open yard
85,7,38,48,prepare covers
41,10,34,81,stop unloading and alert operators
80,24,25,30,monitor tarpaulin
81,16,29,24,monitor tarpaulin
74,17,32,98,stop unloading and alert operators
56,5,28,10,normal unloading
49,3,40,74,cover open yard
95,8,23,58,prepare covers
78,9,23,18,normal unloading
58,18,25,11,normal unloading
44,33,31,26,monitor tarpaulin
65,8,35,2,normal unloading
66,6,35,80,stop unloading and alert operators
44,15,33,48,prepare covers
60,30,25,23,monitor tarpaulin
59,2,25,84,stop unloading and alert operators
76,4,23,43,prepare covers
62,32,39,76,cover open yard
74,2,25,66,cover open yard
87,18,23,24,monitor tarpaulin
78,3,37,2,normal unloading
73,34,24,27,monitor tarpaulin
95,25,23,27,monitor tarpaulin
41,22,24,28,monitor tarpaulin
45,10,28,35,monitor tarpaulin
70,14,22,44,prepare covers
85,20,34,95,stop unloading and alert operators
91,33,33,65,cover open yard
65,14,28,22,monitor tarpaulin
52,19,32,13,normal unloading
77,21,25,26,monitor tarpaulin
86,33,33,57,prepare covers
67,19,30,79,cover open yard
46,26,33,25,monitor tarpaulin
76,24,31,80,stop unloading and alert operators
92,6,34,21,monitor tarpaulin
42,34,28,75,cover open yard
66,20,39,82,stop unloading and alert operators
73,24,32,3,normal unloading
47,13,30,54,prepare covers
90,13,31,31,monitor tarpaulin
44,15,31,47,prepare covers
49,22,23,1,normal unloading
60,2,30,27,monitor tarpaulin
69,22,27,71,cover open yard
44,26,29,77,cover open yard
53,35,26,13,normal unloading
75,19,39,85,stop unloading and alert operators
44,28,33,40,prepare covers
92,22,26,25,monitor tarpaulin
43,33,35,5,normal unloading
57,28,23,15,normal unloading
68,12,39,41,prepare covers
77,26,27,73,cover open yard
41,20,20,82,stop unloading and alert operators
90,2,34,36,monitor tarpaulin
48,27,21,68,cover open yard
73,4,30,82,stop unloading and alert operators
41,6,35,12,normal unloading
93,28,29,35,monitor tarpaulin
60,24,32,10,normal unloading
75,22,35,78,cover open yard
43,27,29,89,stop unloading and alert operators
69,33,40,15,normal unloading
93,25,39,13,normal unloading
41,16,21,1,normal unloading
48,8,30,88,stop unloading and alert operators
86,29,27,21,monitor tarpaulin
45,14,31,68,cover open yard
40,5,28,100,stop unloading and alert operators
42,9,21,38,monitor tarpaulin
44,18,30,88,stop unloading and alert operators
79,26,28,89,stop unloading and alert operators
50,10,38,58,prepare covers
47,10,30,18,normal unloading
88,28,40,57,prepare covers
82,9,36,67,cover open yard
55,32,35,35,monitor tarpaulin
60,32,27,11,normal unloading
56,20,22,45,prepare covers
75,17,40,94,stop unloading and alert operators
94,15,22,9,normal unloading
71,5,26,1,normal unloading
82,15,34,49,prepare covers
52,33,23,43,prepare covers
53,35,36,40,prepare covers
88,21,34,83,stop unloading and alert operators
49,34,23,16,normal unloading
54,25,32,57,prepare covers
95,34,26,99,stop unloading and alert operators
65,14,22,35,monitor tarpaulin
67,12,29,73,cover open yard
81,8,24,59,prepare covers
46,9,27,2,normal unloading
69,13,28,3,normal unloading
70,35,34,45,prepare covers
56,9,37,10,normal unloading
62,29,26,19,normal unloading
65,34,33,65,cover open yard
61,5,34,34,monitor tarpaulin
63,8,21,83,stop unloading and alert operators
64,29,26,37,monitor tarpaulin
52,27,25,76,cover open yard
57,35,39,63,cover open yard
73,29,23,87,stop unloading and alert operators
43,17,23,28,monitor tarpaulin
47,5,21,73,cover open yard
57,17,22,68,cover open yard
46,19,27,79,cover open yard
84,27,32,50,prepare covers
46,16,28,63,cover open yard
53,12,26,44,prepare covers
80,20,39,36,monitor tarpaulin
86,2,23,23,monitor tarpaulin
72,32,29,88,stop unloading and alert operators
55,12,30,87,stop unloading and alert operators
44,12,25,42,prepare covers
69,11,20,85,stop unloading and alert operators
70,29,30,2,normal unloading
51,18,22,21,monitor tarpaulin
83,2,39,45,prepare covers
70,2,35,31,monitor tarpaulin
70,9,21,2,normal unloading
76,20,27,67,cover open yard
72,12,24,99,stop unloading and alert operators
46,8,29,94,stop unloading and alert operators
61,30,35,94,stop unloading and alert operators
62,18,35,32,monitor tarpaulin
63,31,20,45,prepare covers
59,23,36,99,stop unloading and alert operators
82,32,23,34,monitor tarpaulin
83,35,40,2,normal unloading
49,28,27,84,stop unloading and alert operators
49,24,35,3,normal unloading
55,29,31,26,monitor tarpaulin
87,7,26,48,prepare covers
80,8,28,80,stop unloading and alert operators
83,30,36,22,monitor tarpaulin
56,24,30,50,prepare covers
77,28,28,39,monitor tarpaulin
52,4,38,66,cover open yard
84,23,39,15,normal unloading
67,31,38,44,prepare covers
58,9,20,63,cover open yard
83,11,34,87,stop unloading and alert operators
49,35,29,79,cover open yard
75,12,29,62,cover open yard
58,6,29,1,normal unloading
69,4,26,36,monitor tarpaulin
92,9,21,62,cover open yard
59,2,33,45,prepare covers
82,2,21,32,monitor tarpaulin
48,24,29,100,stop unloading and alert operators
94,34,37,19,normal unloading
45,19,24,93,stop unloading and alert operators
52,29,38,10,normal unloading
58,16,21,60,cover open yard
62,17,40,49,prepare covers
67,27,23,33,monitor tarpaulin
59,21,25,72,cover open yard
67,22,38,17,normal unloading
83,14,28,17,normal unloading
66,14,29,39,monitor tarpaulin
45,21,38,80,stop unloading and alert operators
69,13,32,100,stop unloading and alert operators
93,29,23,17,normal unloading
73,30,30,64,cover open yard
83,24,34,45,prepare covers
67,31,33,52,prepare covers
69,3,37,3,normal unloading
89,28,22,96,stop unloading and alert operators
48,21,27,74,cover open yard
72,25,24,79,cover open yard
74,20,21,96,stop unloading and alert operators
94,27,24,51,prepare covers
82,2,34,97,stop unloading and alert operators
95,35,34,6,normal unloading
45,5,28,83,stop unloading and alert operators
46,23,39,12,normal unloading
92,20,38,61,cover open yard
84,23,21,15,normal unloading
87,34,21,89,stop unloading and alert operators
53,35,24,71,cover open yard
87,33,24,28,monitor tarpaulin
83,11,29,80,stop unloading and alert operators
59,2,35,79,cover open yard
84,14,23,8,normal unloading
40,11,39,15,normal unloading
73,8,27,26,monitor tarpaulin
46,32,20,64,cover open yard
68,27,21,15,normal unloading
59,27,35,23,monitor tarpaulin
92,17,37,33,monitor tarpaulin
92,30,39,15,normal unloading
67,11,40,2,normal unloading
51,11,27,21,monitor tarpaulin
72,14,35,61,cover open yard
58,20,23,75,cover open yard
71,25,28,50,prepare covers
64,8,34,53,prepare covers
92,29,24,3,normal unloading
58,31,23,72,cover open yard
64,2,38,38,monitor tarpaulin
42,30,21,45,prepare covers
48,31,34,35,monitor tarpaulin
40,12,31,64,cover open yard
94,34,26,44,prepare covers
85,35,32,65,cover open yard
44,13,40,19,normal unloading
62,23,34,91,stop unloading and alert operators
94,10,28,100,stop unloading and alert operators
88,21,32,8,normal unloading
93,32,32,60,cover open yard
78,13,38,90,stop unloading and alert operators
72,35,28,16,normal unloading
84,22,38,74,cover open yard
62,27,22,5,normal unloading
41,12,27,12,normal unloading
82,8,35,86,stop unloading and alert operators
70,22,27,98,stop unloading and alert operators
91,17,23,22,monitor tarpaulin
86,26,33,8,normal unloading
43,18,23,4,normal unloading
94,6,34,97,stop unloading and alert operators
63,3,25,41,prepare covers
46,30,32,17,normal unloading
80,14,26,32,monitor tarpaulin
71,30,29,28,monitor tarpaulin
52,12,33,67,cover open yard
91,14,22,74,cover open yard
41,8,26,4,normal unloading
91,10,20,46,prepare covers
89,28,38,69,cover open yard
95,6,30,23,monitor tarpaulin
83,35,35,24,monitor tarpaulin
93,15,38,60,cover open yard
72,24,31,79,cover open yard
75,10,22,56,prepare covers
67,26,22,72,cover open yard
45,10,36,38,monitor tarpaulin
46,9,35,29,monitor tarpaulin
43,23,20,28,monitor tarpaulin
92,20,28,49,prepare covers
85,24,22,20,monitor tarpaulin
58,6,37,73,cover open yard
55,35,39,64,cover open yard
59,27,39,7,normal unloading
74,9,38,60,cover open yard
56,3,21,43,prepare covers
66,18,26,42,prepare covers
88,5,24,26,monitor tarpaulin
75,23,21,30,monitor tarpaulin
71,6,38,78,cover open yard
84,4,31,9,normal unloading
66,7,37,61,cover open yard
48,19,21,13,normal unloading
42,33,36,28,monitor tarpaulin
81,24,33,61,cover open yard
59,16,20,7,normal unloading
41,14,37,77,cover open yard
95,26,20,70,cover open yard
70,5,32,98,stop unloading and alert operators
64,10,33,89,stop unloading and alert operators
67,10,23,56,prepare covers
47,25,31,24,monitor tarpaulin
61,29,21,30,monitor tarpaulin
54,7,38,1,normal unloading
54,28,37,72,cover open yard
42,2,27,7,normal unloading
44,5,24,56,prepare covers
51,20,21,40,prepare covers
62,17,29,16,normal unloading
78,27,35,84,stop unloading and alert operators
47,6,22,32,monitor tarpaulin
74,15,35,90,stop unloading and alert operators
87,24,27,56,prepare covers
85,21,31,99,stop unloading and alert operators
75,20,40,31,monitor tarpaulin
73,19,30,89,stop unloading and alert operators
74,34,23,6,normal unloading
62,28,39,62,cover open yard
57,7,26,17,normal unloading
93,35,27,39,monitor tarpaulin
87,15,23,47,prepare covers
86,11,21,30,monitor tarpaulin
84,30,40,97,stop unloading and alert operators
69,9,20,63,cover open yard
93,4,28,35,monitor tarpaulin
77,26,29,10,normal unloading
43,19,39,49,prepare covers
71,3,32,49,prepare covers
68,4,27,26,monitor tarpaulin
64,13,33,68,cover open yard
43,21,21,69,cover open yard
88,24,20,77,cover open yard
88,23,28,96,stop unloading and alert operators
77,15,20,43,prepare covers
86,29,33,100,stop unloading and alert operators
86,5,23,70,cover open yard
64,20,37,59,prepare covers
67,35,28,20,monitor tarpaulin
64,31,27,16,normal unloading
40,19,28,10,normal unloading
55,20,30,73,cover open yard
65,4,39,35,monitor tarpaulin
63,19,28,100,stop unloading and alert operators
81,2,23,39,monitor tarpaulin
76,22,28,22,monitor tarpaulin
68,31,20,56,prepare covers
40,31,21,45,prepare covers
70,15,33,7,normal unloading
77,7,28,78,cover open yard
75,22,22,56,prepare covers
51,18,28,33,monitor tarpaulin
95,33,24,29,monitor tarpaulin
80,13,24,79,cover open yard
81,5,27,14,normal unloading
81,4,25,87,stop unloading and alert operators
72,30,38,40,prepare covers
42,16,21,91,stop unloading and alert operators
56,18,20,86,stop unloading and alert operators
94,24,37,91,stop unloading and alert operators
42,17,31,13,normal unloading
44,34,34,14,normal unloading
72,6,27,26,monitor tarpaulin
60,25,33,9,normal unloading
81,29,29,18,normal unloading
41,22,39,100,stop unloading and alert operators
63,23,33,83,stop unloading and alert operators
63,32,29,79,cover open yard
41,12,31,5,normal unloading
58,11,38,3,normal unloading
46,15,30,65,cover open yard
85,34,38,91,stop unloading and alert operators
62,15,32,74,cover open yard
42,11,32,97,stop unloading and alert operators
81,7,22,28,monitor tarpaulin
76,34,38,80,stop unloading and alert operators
75,28,37,93,stop unloading and alert operators
47,35,21,77,cover open yard
70,35,36,56,prepare covers
60,19,26,73,cover open yard
58,17,30,31,monitor tarpaulin
91,25,27,58,prepare covers
60,9,27,56,prepare covers
86,28,31,10,normal unloading
62,34,22,46,prepare covers
81,32,39,29,monitor tarpaulin
68,28,27,72,cover open yard
92,10,37,31,monitor tarpaulin
89,28,38,85,stop unloading and alert operators
48,18,29,43,prepare covers
60,9,22,52,prepare covers
66,34,24,73,cover open yard
71,14,25,58,prepare covers
40,12,23,53,prepare covers
56,32,23,16,normal unloading
95,4,33,3,normal unloading
84,12,22,16,normal unloading
72,35,32,54,prepare covers
62,10,32,89,stop unloading and alert operators
75,17,29,15,normal unloading
61,23,38,77,cover open yard
79,8,21,9,normal unloading
87,24,34,52,prepare covers
80,30,33,37,monitor tarpaulin
88,32,24,93,stop unloading and alert operators
51,34,22,19,normal unloading
40,25,40,58,prepare covers
64,22,34,22,monitor tarpaulin
72,19,23,29,monitor tarpaulin
59,33,30,6,normal unloading
76,35,36,74,cover open yard
72,29,29,41,prepare covers
64,22,25,18,normal unloading
42,15,33,66,cover open yard
57,22,23,44,prepare covers
58,12,23,36,monitor tarpaulin
57,33,34,28,monitor tarpaulin
50,20,28,77,cover open yard
88,8,27,85,stop unloading and alert operators
57,11,23,26,monitor tarpaulin
75,34,25,3,normal unloading
78,4,37,68,cover open yard
91,14,20,62,cover open yard
93,3,31,26,monitor tarpaulin
58,29,34,66,cover open yard
48,31,29,14,normal unloading
85,9,34,55,prepare covers
71,18,22,17,normal unloading
57,9,31,10,normal unloading
87,16,22,41,prepare covers
50,34,30,35,monitor tarpaulin
69,34,22,90,stop unloading and alert operators
84,22,21,55,prepare covers
46,35,30,24,monitor tarpaulin
93,4,40,80,stop unloading and alert operators
40,17,24,75,cover open yard
64,16,26,33,monitor tarpaulin
70,11,35,23,monitor tarpaulin
86,33,29,16,normal unloading
52,7,36,92,stop unloading and alert operators
